appid,genres,is_free,name,release_date,reviews,sentiment_score,short_description,type
3590,Strategy,False,Plants vs. Zombies GOTY Edition,"5 May, 2009","A legendary classic. At first I thought it would be finicky compared to mobile but it actually runs really well. The OST still holds up a lot and overall it's still as chill and engaging as it always was. plant strong, dave crazy there's a zombie on your lawn",0.0,"Zombies are invading your home, and the only defense is your arsenal of plants! Armed with an alien nursery-worth of zombie-zapping plants like peashooters and cherry bombs, you'll need to think fast and plant faster to stop dozens of types of zombies dead in their tracks.",game
1225330,"Simulation, Sports",False,NBA 2K21,"4 Sep, 2020","Absolutely loved this game, real shame the servers are gone. Probably the last 2k that I enjoyed playing and looked forward to hopping on to. One of if not the greatest 2K’s OAT. pay every year for the same thing bro stop A",1.0,"NOTE: All multiplayer servers for NBA 2K21 will be shutdown as of 12/31/2022. After that time, all game functions requiring online servers will no longer function.",game
221910,"Adventure, Indie",False,The Stanley Parable,"17 Oct, 2013",It's weird and worth your time. the best of the best I found the demo more captivating and less annoying.,1.0,"The Stanley Parable is a first person exploration game. You will play as Stanley, and you will not play as Stanley. You will follow a story, you will not follow a story. You will have a choice, you will have no choice. The game will end, the game will never end.",game
3240220,"Action, Adventure, Racing",False,Grand Theft Auto V Enhanced,"4 Mar, 2025",no good game good game,1.0,"Experience entertainment blockbusters Grand Theft Auto V and Grand Theft Auto Online — now upgraded for a new generation with stunning visuals, faster loading, 3D audio, and more, plus exclusive content for GTA Online players.",game
39500,"Action, RPG",False,Gothic® 3,"2 Dec, 2009","Myrtana Gothic 3 is not a game for everyone—but for those who value freedom, atmosphere, and role-playing above hand-holding and polish, it is a truly unforgettable experience. It’s a cult classic that dares to be different, and that bravery is exactly why it’s still remembered fondly today.10/10! Oh the nostalgia. It is indeed full of bugs (though the community patch helped with them a lot), it was a real trip through nostalgia land and enjoyed every second. Strongly recommend for Gothic (and in general RPG) fans...",1.0,"A nameless hero becomes a legend! Myrtana, a world in upheaval: overrun by orcs from the dark lands in the north, King Rhobar is defending Vengard, the former stronghold of the humans, with his last troop of followers.",game
360430,"Action, Adventure",False,Mafia III: Definitive Edition,"19 May, 2020",Highly underrated Its like they made the side quest into the filler main missions and its just not enjoyable. The acting is amazing and I did think the story was cool but man these missions are repetitive and make it difficult to enjoy. good,1.0,"After Lincoln Clay's surrogate family, the black mob, is betrayed and killed by the Italian Mafia, Lincoln builds a new family and blazes a path of revenge through the Mafioso responsible.",game
340,Action,False,Half-Life 2: Lost Coast,"27 Oct, 2005","Super short chapter about half-life 2. It's even shorter than mods for half-life 2.
But hey, at least it's something Speed run it. really gud:)",0.0,"Originally planned as a section of the Highway 17 chapter of Half-Life 2, Lost Coast is a playable technology showcase that introduces High Dynamic Range lighting to the Source engine.",game
601150,Action,False,Devil May Cry 5,"7 Mar, 2019","Dante hazme un hijo, penetrame hasta que me quede de rodillas suplicando por mas, btw soy heterosexual 👀👀👀 unfiltered peak, DMC 6 capcom im begging Great combat, characters and soundtrack it’s a work of art. I can't praise this game enough.",1.0,"The ultimate Devil Hunter is back in style, in the game action fans have been waiting for.",game
1637320,"Action, Adventure, Indie, Simulation",False,Dome Keeper,"27 Sep, 2022","A very awesome laid back game to vibe to. Recommend for a chill gaming session. I'm in the cave, looking for diamonds it fun
",1.0,"Defend against waves of alien monsters in this unique roguelike action miner. Dig for resources, collect useful gadgets, and upgrade equipment to increase odds of survival – just hurry back before your dome is destroyed!",game
234140,"Action, Adventure",False,Mad Max,"1 Sep, 2015","need more guzzoline It was mostly fun, great game if you get it on sale. The cons to it are it's supper repetitive, and the ending was unsatisfying . The pros it was decently fun, and the progression system is great. nothing was overly hard, but it didn't feel like a baby game either, very casual game play. Great game I really enjoyed it. One of the best car combat game out there for sure. The story was short but good, really made me feel something",1.0,"Play as Mad Max, a reluctant hero and survivor who wants nothing more than to leave the madness behind and find solace.",game
844870,"Action, Free To Play, Early Access",True,KurtzPel,"30 Apr, 2019","Game use to be loads of fun. Several updates have killed the community and divided it. Causing long queues, poor matchmaking, and terrible ranking system. 

Along with updating my GPU from 1080 to 3090 i know just get a black screen when launching. No real support to help troubleshoot. Customizing was fun, thats it. thanks KOG  i will never forget",0.0,"&quot;KurtzPel is an anime-styled, action battle game from a third-person perspective. Players can battle it out in both PvP and PvE mission-based battle modes with massive boss monsters. Players utilize Karmas (the method used to indicate weapon and class types) when charging into battle. Each character gets to use two types of Karmas.",game
945360,Casual,False,Among Us,"16 Nov, 2018","such fun in every way imaginable and its pure chaos 67 Classic fun with your buddies, used to play on the phone but its much better on PC, 10/10 would recommend!",1.0,An online and local party game of teamwork and betrayal for 4-15 players...in space!,game
